#,utterance_id,translation,emotion_words,asl_gloss,count_asl_gloss,negative,wh_question,yes_no_question,topic_focus,conditional_when,role_shift,head_pos_tilt_fr_bk,head_pos_turn,head_pose_tilt_side,head_pose_jut,head_mvmt_nod,head_mvmt_nod_cycles,head_mvmt_shake,head_mvmt_side_to_side,head_mvmt_jut,body_lean,shoulders,face_eye_brows,face_eye_gaze,face_eye_aperture,face_nose,face_mouth,face_cheeks,count_face_eye_brows,count_face_eye_gaze,count_face_eye_aperture,count_face_nose,count_face_mouth,count_face_cheeks
1379826,17583210,I have an appointment this afternoon with my teacher.,teacher,IX-1p;HAVE;APPOINTMENT;NOWAFTERNOON_2;NOWAFTERNOON_2;WITH;(crvd-5)POSS-1p;TEACHAGENT;TEACHAGENT,9,,,,,,,slightly back,,slightly right,,slight rapid head nod,,,,slightly forward,slightly forward,,lowered,left;left;left;left;left,squint;slightly squinted;further squinted;lowered lid;squint;blink,,open & tongue visible;bite lower lip;intense;bite lower lip;lips pursed: mm,,1,5,6,0,5,0
1379826,17583211,I have to discuss how I should approach the teacher appropriately.,teacher,IX-1p;MUST;DISCUSS;HOW;IX-1p;CONFRONT;TEACHAGENT;TEACHAGENT;REGULAR;part:indef,10,,,,,,,slightly back,left,slightly right,forward,,,,slow;single,forward;forward;slightly back;forward,forward/right,forward,,left;into space;left;into space;into space,lowered lid;further lowered;blink;further lowered;slightly lowered,,bite lower lip;lips spread & crnrs up;open & tongue visible;blow;open & tense;intense;lips spread,,0,5,5,0,7,0
1379826,17602177,"Last night, there was an accident and traffic was horrible.",accident;horrible,PASTNIGHT;PASTNIGHT;(5)ACCIDENT;PCL:5long line of cars;WOW/AWFUL,5,,,,sentence-initial adverb,,,back,slightly right;right,,slightly back,slight single head nod,,single;slow,,,,,raised;raised-furrowed;raised,left;left;other;left;left,wide;squint;further lowered;blink;lowered lid;blink;slightly wide;blink,,tongue out;open & tongue visible;intense;open & tongue visible;lips spread & crnrs up;open & tongue visible;bite lower lip;lips pursed: oo,,3,5,8,0,8,0
1379826,17592194,Alcohol is not always good.,good,ALCOHOL;SELF-3p:i;NOT;ALWAYS;GOOD/THANK-YOU;part:indef;BUOY,7,negation,,,topic,,,slightly back,,slightly left;left,forward;further forward,,,slow,,,,,raised;slightly lowered,left;left;left,slightly squinted;further squinted;closed;further lowered;slightly squinted,,open & tongue visible;tongue out;intense;tongue on lwr lip;lips spread & crnrs up,,2,3,5,0,5,0
1379826,17592195,Last night I did a lot of homework.,homework,PASTALL-NIGHT;PASTALL-NIGHT;IX-1p;DO;HOMEWORK;5wow;A-LOT,7,,,,sentence-initial adverb,,,,,left;slightly right,slightly forward;forward;forward,,,slight slow head shake,,,,raised,raised,left;down;left;left;left;left,further lowered;blink;wide,,intense;lips pursed: oo-tight;open & tense;tongue out,,1,6,3,0,4,0
1379826,17582212,I watched a movie last night. I was really scared.,,IX-1p;LOOK;MOVIE;PASTNIGHT;PASTNIGHT;IX-1p;AFRAID;WOW/AWFUL,8,,,,,,,back,,further left,slightly forward;forward,,,,,,,,raised;further lowered,left;left;left,wide;wide;closed;further squinted;blink;slightly wide,tensed;wrinkle,lips spread & crnrs down;lips spread & crnrs down;bite lower lip;intense;open & tongue visible;lips pursed: oo,,2,3,6,2,6,0
1379826,17601178,My boss works in an office right above me.,,(G/Q)POSS-1p;OFFICE;POSS-1p;BOSS;WORK;ABOVE;IX-loc:i,7,,,,topic;topic,,,back,,further left,,single,,,,,left,,further raised;slightly lowered,into space;left;left;up/right;into space;left,wide;slightly squinted;wide;blink,,open & round;bite lower lip;lips spread & crnrs down;lips pursed: mm;open & round;lips pursed: oo-tight;lips pursed: mm;open & tongue visible;bite lower lip;lips spread & crnrs down;lips spread,,2,6,4,0,11,0
1379826,17601179,I got a D in the class; I accepted it.,,IX-1p;D;CLASS_2;IX-1p;ACCEPT,5,,,,,,,back,,slightly left,forward,rapid,,,,,back,,raised-furrowed;raised,left;left,blink;further squinted;closed;further lowered;blink,,intense;tongue out;lips spread & crnrs up,,2,2,5,0,3,0
1379826,17591196,I'm almost finished with my homework.,homework,IX-1p;ALMOST;FINISH;HOMEWORK,4,,,,focus,,,slightly front;back,slightly right,,slightly forward,,,,,,,raised,raised,left;left;left,slightly squinted;blink;lowered lid;slightly lowered,,open & tongue visible;tongue sucked in quickly;lips spread & crnrs up,,1,3,4,0,3,0
1379826,17591197,I'm always serious in school.,school,IX-1p;ALWAYS;SERIOUS;IN;SCHOOL,5,,,,,,,,right,left;further left;slightly left,forward;further forward,slow;rapid,,,,,,,lowered,left;left;left,squint;slightly wide;squint;blink,,intense;lips pursed: oo-tight,,1,3,4,0,2,0
1379826,17600180,My sister blamed me but I am innocent!,innocent,POSS-1p;SISTER;i:BLAME-1p;IX-1p;5exasperation;IX-1p;INNOCENT;5exasperation,8,,,,topic,,,slightly front,right,,further back;slightly forward;forward,,,,,,back/left;left,,further raised;slightly lowered;lowered,left;other;left,slightly wide;squint;slightly squinted;squint;closed,,lips pursed: mm;open & tongue visible;sh;lips pursed: mm;tongue out;intense,,3,3,5,0,6,0
1379826,17600181,I tend to exercise after class.,,IX-1p;TEND;WORK-OUT;OVER/AFTER;CLASS_2,5,,,,,,,back;back,right;slightly left,slightly left;right,,slight rapid head nod,,,,,,,lowered,left;left;left,slightly squinted;lowered lid,,lips pursed: mm;lips pursed: mm;open & tongue visible;bite lower lip;tongue out;smile mouth open,,1,3,2,0,6,0
1379826,17590198,My worst enemy is my alarm clock.,enemy;alarm;clock,REALLY;POSS-1p;OPPOSITE;FRIEND;DO-DO;ALARM,6,negation,,,,,,slightly back;front,slightly right;slightly right,slightly right;further right;slightly left,,,,rapid;slow,,,right,,raised;lowered;raised,left;left;left,lowered lid;blink;further lowered;closed;lowered lid;blink;slightly wide;blink,,lips pursed: oo;lips pursed: mm;intense;open & tongue visible;tongue out;open & round,,3,3,8,0,6,0
1379826,17590199,Yesterday I worked all day.,,YESTERDAY;ALL-DAY;IX-1p;WORK,4,,,,sentence-initial adverb,,,,,slightly right;left,slightly forward;forward;forward;slightly forward;forward;slightly forward,,,,,,,,raised;slightly raised,left;up;left;up/right;left;left,blink;wide;blink;blink;wide;blink;slightly wide,,open & round;lips pursed: mm,,2,6,7,0,2,0
1379826,17599182,I noticed my sister acting strange.,,POSS-1p;SISTER;ACTION;STRANGE;IX-1p;1p-LOOK:i,6,,,,,,,back;slightly back,,,back;further back,,,,,back;back,left;back/left,,lowered;raised-furrowed;lowered,down;left;other;left;other;other,blink;slightly squinted;squint;blink;squint;blink;slightly squinted;blink,,lips pursed: mm;open & tongue visible;open & tongue visible;sh;lips pursed: oo-tight,,3,6,8,0,5,0
1379826,17599183,I watched a movie last night and the actor was good.,good,IX-1p;LOOK;MOVIE;PASTNIGHT;PASTNIGHT;ACTAGENT;ACTAGENT;GOOD/THANK-YOU,8,,,,,,,back;slightly front,,slightly left;further left,,,,,,,forward/left,,raised;raised-furrowed;further lowered,left;left;left,slightly wide;wide;blink;squint,tensed;wrinkle,sh;lips pursed: oo;open & round;bite lower lip;intense;open & tongue visible;intense,,3,3,4,2,7,0
1379826,17589200,"Last break, I completed all of my homework ahead of time.",break;homework;ahead;time,PAST;TAKE-BREAK;IX-1p;READY;DO;HOMEWORK;FROM-NOW-ON;EMPTY-FROM-NOW-ON;READY,9,,,,topic,,,slightly back;back,slightly right,slightly left;right,slightly forward;forward;further forward,,,,,,,,raised;slightly lowered;slightly raised,left;left;down;down;left;down/left;left,slightly wide;lowered lid;blink;lowered lid,,lips pursed: oo;lips pursed: oo-tight;lips pursed: mm;smile mouth open;brr;lips spread & crnrs up;smile mouth open,,3,7,4,0,7,0
1379826,17598184,"I love action movies, not boring dramas.",love;action;boring,IX-1p;LOVE;ACTION;MOVIE;NOT;BORE;fs-DRAMA;FORGET-IT,8,negation,,,focus;focus,,,back;further back,,slightly left;right,forward,,,slight rapid head shake,single,,forward;back,raised;slightly raised,raised;raised;slightly raised,left;left;left;left;left,wide;slightly squinted;blink;lowered lid;blink;lowered lid;slightly wide;lowered lid,,tongue out;bite lower lip;open & tongue visible;sh;lips pursed: mm;bite lower lip;lips pursed: mm;open & round;lips pursed: mm;lips pursed: mm;tongue on lwr lip,,3,5,8,0,11,0
1379826,17588201,I analyzed and looked over the math problem.,problem,IX-1p;ANALYZE;MATH;PROBLEM_2;IX-1p;LOOK-OVER,6,,,,,,,front;front,slightly left;left,slightly left;slightly left,forward;forward,,,,,,right;right,,slightly lowered,watch hands;left;into space;down/left;left,further squinted;blink;squint;further lowered;blink;squint;blink;squint,,intense;tongue sucked in quickly;intense,,1,5,8,0,3,0
1379826,17588202,My ancestors are from Germany.,,POSS-1p;alt.LONG-AGO;LONG-PAST;FROM;WHERE;ns-nat-GERMANY,6,,,,,,,further back;slightly back,slightly right;slightly left,slightly left;slightly right;slightly left;right,slightly forward;forward,,,single,,,,,further raised,left;other;left;left,lowered lid;slightly wide;blink;lowered lid,,open & tongue visible;lips pursed: mm;lips pursed: oo,,1,4,4,0,3,0
1379825,1539329,"""Today is the last day of the semester right?"" ""No next week is. We still have one more week of class.""",,NOW;LAST;DAY;fs-OF;SEMESTER;CORRECT;NO;NEXT-WEEK;HAVE;ONE-MORE;ONE-WEEK_2;CLASS_2;HAVE,13,negation,,yes-no question,sentence-initial adverb,,role shift other person ,,slightly right;slightly left,,,single,,slight rapid head shake,,,slightly right;forward/right;back/left;left,raised,raised;slightly raised;further lowered;lowered,left;to addressee;other;to addressee;left;down/right;left;left,wide;blink;closed;further squinted;blink;further lowered;lowered lid;slightly lowered,wrinkle,smile mouth open;lips spread & crnrs up;bite lower lip,,4,8,8,1,3,0
1379825,1540612,"""The book you read was really good."" ""No, it was lousy I didn't like it.""",good,IX-3p:i;BOOK;READ;REALLY;GOOD/THANK-YOU;NO;LOUSY;5wave no;IX-1p;NOT;LIKE,11,negation,,,topic,,role shift other person ,slightly back;slightly front,,further left;slightly right,,,,slight rapid head shake,,slightly forward;forward;forward;slightly forward,forward/left,,further raised;further lowered;raised,other;to addressee;into space;to addressee;to addressee;to addressee;to addressee,slightly wide;further squinted;squint;blink;slightly squinted;blink;wide;blink;wide;blink;squint,wrinkle,tongue out;open & corners down;tongue on lwr lip;lips pursed: mm;tongue out,,3,7,11,1,5,0
1379825,154117,"""Did your roommate get arrested last night?"" ""No, I was at breakfast this morning he/she was fine.""",breakfast,POSS-2p;ROOMMATE;NAB;PASTNIGHT;PASTNIGHT;NO;IX-1p;BREAKFAST;WITH;NOWMORNING;NOWMORNING;FINE,12,negation,,yes-no question,,,,front;front,right;left,left;slightly right,,,,slight rapid head shake;slight rapid head shake,,forward;slightly back;forward;forward,,,raised;further lowered;lowered,left;to addressee;to addressee;other;to addressee;into space;left,wide;blink;blink;lowered lid;further squinted;squint,,,,3,7,6,0,0,0
1379825,1540613,"""Texas has a good football team."" ""No they have a lousy team and they are losing. They haven't won a game yet.""",good;football;team;team;losing;haven,IX-3p:i;ns-TEXAS;IX-loc:i;HAVE;GOOD/THANK-YOU;FOOTBALL;TEAM;NO;IX-3p:i;LOUSY;IX-3p:i;LOSE-COMPETITION;UP-TO-NOW;NOT-YET;WIN;part:indef,16,negation,,,topic,,role shift other person ,slightly back;front;front,right;slightly left,further left,slightly forward,single,,rapid;slight slow head shake,,forward;forward;slightly forward;slightly forward,,,further raised;further lowered;further lowered,into space;other;into space;left;to addressee;to addressee;to addressee,lowered lid;blink;further squinted;slightly squinted;blink;slightly squinted;closed;further squinted;squint;blink,wrinkle;wrinkle;slightly tensed,intense;bite lower lip;intense;open & round;tongue out;open & tongue visible;lips spread & crnrs up;tongue on lwr lip;blow,,3,7,10,3,9,0
1379825,1540119,"""Tomorrow is Sunday."" ""No, today is Thursday which means tomorrow is Friday.""",tomorrow;tomorrow,TOMORROW;SUNDAY_2;5wave no;NOW;(H)THURSDAY;MEAN;TOMORROW;FRIDAY,8,negation,,,sentence-initial adverb,,role shift other person ,back;front;back;front,right;left,left;right,,slight rapid head nod;single,,rapid,,slightly forward;forward,,,further lowered;raised,into space;down/right;down/left;down/left;left;left;left,blink;further lowered;lowered lid;blink;further lowered;further squinted;slightly squinted;further lowered;blink;further lowered,,lips spread & crnrs down;lips spread,,2,7,10,0,2,0
1379825,1539625,"""Your mom will love the surprise party."" ""No, my mom hates surprises.""",love;surprise,POSS-2p;MOTHER;FUTURE;LOVE;SURPRISE;(P)PARTY;5wave no;POSS-1p;MOTHER;HATE;ANY;SURPRISE;5wave no,13,negation,,,topic;focus,,role shift other person ,slightly back;back;front,right;slightly right;slightly left,right;slightly right;slightly left,slightly forward,slight slow head nod,,rapid,,slightly forward;forward;forward,right,raised;slightly raised;raised;slightly raised,raised;further raised,to addressee;to addressee;into space;left;up;to addressee,lowered lid;closed;lowered lid;blink;wide;wider;blink;slightly wide,,lips spread & crnrs down;lips spread & crnrs up;open & corners down;open & tongue visible;lips pursed: oo,,2,6,8,0,5,0
1379825,1539626,"""No matter what the weather is, the baseball game will go on."" ""Well, yes, but if there is a hurricane it will be cancelled.""",hurricane,(S)BASEBALL;GAME;FUTURE;PROCEED;WEATHER;ANYWAY/NOT-MATTER;5wave no;FUTURE;PROCEED;BUT;IF;HURRICANE;5you know;FUTURE;CANCEL/CRITICIZE;part:indef,16,negation;negation;negation,,,topic,conditional,role shift other person ,slightly back;slightly front;back,right;left,left;left;left,,single;slight rapid head nod,,slow;slight slow head shake;slight single head shake,,,slightly forward,,further raised;lowered;slightly lowered;raised;further raised;raised,into space;into space;into space;left;left;left;left,blink;squint;blink;further lowered;blink;further lowered;slightly wide;squint;closed;further lowered;blink;slightly lowered,,lips spread & crnrs down;lips pursed: mm;open & corners down;lips spread & crnrs down,,6,7,12,0,4,0
1379825,1540415,"""Hey last night John Stewart interviewed Sarah Jessica Parker."" ""No, he didn't interview her he interviewed Sarah Palin.""",john,ATTENTION-WAVE;PASTNIGHT;PASTNIGHT;IX-3p:i;ns-fs-JOHN-STEWART;INTERVIEW;ns-fs-SARAH-JESSICA-PARKER;NO;5wave no;NOT;INTERVIEW;IX-3p:i;INTERVIEW;ns-fs-SARAH-PALIN,14,negation,,,sentence-initial adverb;topic;focus;focus,,role shift other person ,slightly back;front;back;front;slightly front;back;back;further front,right;left,slightly left;slightly right;right;slightly right,forward;forward,slight rapid head nod;single;single,,rapid,,slightly forward;slightly forward;forward;forward,,right/raised,raised;slightly raised;further lowered;raised,into space;to addressee;to addressee;watch hands;to addressee;to addressee;into space;to addressee;to addressee;down/left;to addressee;watch hands;to addressee;to addressee,wide;lowered lid;blink;further lowered;lowered lid;slightly squinted;slightly wide;closed;further lowered;blink;further squinted;closed;further lowered;lowered lid;blink;further lowered,,,,4,14,16,0,0,0
1379825,1539922,"""Rick Perry is a Mormon."" ""No, Mitt Romney is a Mormon, not Rick Perry.""",,IX-3p:i;ns-fs-RICK-PERRY;SELF-3p:i;MORMON_2;5wave no;NOT;ns-fs-RICK-PERRY;5wave no;IX-3p:j;ns-fs-MITT-ROMNEY;MORMON_2;SELF-3p:j;BUOY,13,negation,,,topic,,role shift other person ,back;slightly front;front,right;left,slightly left;right;slightly left,,slow;single,,slow,,slightly forward;slightly forward;forward,back/right,slightly raised,raised;lowered,down/right;left;left;left;left;down/left;left;left,lowered lid;squint;blink;lowered lid;slightly wide;slightly squinted;blink;lowered lid;lowered lid;blink;lowered lid,,lips spread & crnrs down,,2,8,11,0,1,0
1379825,1539428,“The economy now is great! It`s fine.” “No! It`s really messed up now.”,economy,IX-3p:i;ECONOMIC;NOW;IX-3p-pl-arc;WONDERFUL;FINE_2;5wave no;REALLY;MESSED-UP;NOW;FORGET-IT,11,negation;negation,,,topic;sentence-initial adverb,,role shift other person ,slightly back;slightly front;slightly back,left;left,slightly left,slightly forward,single;slow,,rapid;slight rapid head shake,,slightly forward;back;back,back/right,,raised;lowered;slightly lowered;slightly raised,down;into space;other;left;into space;left;left;left,slightly wide;slightly squinted;squint;closed;further lowered;blink;wide;blink,,lips spread & crnrs down;lips spread & crnrs down;right tense;right tense,,4,8,8,0,4,0
1379825,1540711,"""The cafeteria is serving ice cream tonight."" ""No, I just came from there and there wasn't any ice cream.""",cream;cream,IX-3p:i;CAFETERIA;SERVICE;ICE-CREAM;NOWNIGHT;NOWNIGHT;NO;IX-1p;RECENT-PAST;COME;NONE/NOTHING;ICE-CREAM;NONE/NOTHING,13,negation,,,topic,,role shift other person ,,right;left,,,slow,,rapid;slow,,,forward/left;back/right,,raised;further lowered,down/right;to addressee;to addressee;other;to addressee,closed;slightly wide;blink;lowered lid;blink;further squinted;squint,wrinkle,lips pursed: oo;intense;blow;lips spread & crnrs up,,2,5,7,1,4,0
1379825,1540218,"""Did you vote for George Bush?"" ""No, I wasn't even old enough to vote when he ran for office.""",vote;vote,IX-2p;VOTE;FOR;IX-3p:i;ns-fs-GEORGE-BUSH;IX-2p;5wave no;IX-1p;NOT;fs-EVEN;OLD;ENOUGH;TO/UNTIL;VOTE;WHEN;IX-3p:i;RUN-MACHINE;5you know,18,negation,,yes-no question,,,role shift other person ,slightly back;slightly front;front;front,right;slightly left,slightly left,,slight rapid head nod,,slight rapid head shake,,,left;slightly right,raised,raised;further lowered;raised,into space;other;other;other;left;left;left,wide;blink;slightly wide;wide;blink;squint;blink;lowered lid;blink;slightly squinted;blink;slightly squinted,,,,3,7,12,0,0,0
1379825,1539724,"""Did someone finally find your umbrella?"" ""No, it's still missing.""",finally;missing,UMBRELLA;IX-loc:i;SOMETHING/ONE;FIND/FIND-OUT;FINISH;NO;5perplexed;STILL;GONE;5I don't know,10,negation,,yes-no question,topic,,role shift other person ,slightly back;front,right;slightly left,,forward,slow,,slow,,slightly forward,back/right,,raised,into space;down/right;other;to addressee;left;to addressee,slightly wide;blink;slightly squinted;blink,,lips spread & crnrs up;lips spread,,1,6,4,0,2,0
1379825,1539230,"""Your uncle lives in a big house right?"" ""No, he lives in a small apartment.""",small,POSS-2p;UNCLE;(L)LIVE;SCL:5-Cbig house;HOME;CORRECT;NO;5wave no;IX-3p:j;(L)LIVE;MORE;SMALL;APT,13,negation,,yes-no question,topic,,role shift other person ,,right,further left;further left,slightly back;slightly forward,,,slight rapid head shake,,forward;forward;slightly forward,forward/left;back/right,raised,raised;lowered;slightly raised;further lowered,to addressee;into space;to addressee;to addressee;to addressee;to addressee,blink;wide;squint;slightly wide;closed;blink;further squinted;blink;lowered lid,wrinkle,intense;lips spread & crnrs up;lips spread & crnrs down,,4,6,9,1,3,0
1379825,1540514,"""Hey, I may be late for the movie."" ""No, it's fine, you have time; the movie starts at 10pm.""",late;time,ATTENTION-WAVE;MAYBE;IX-1p;LATE;FOR;MOVIE;5unsure;NO;5wave no;HAVE;TIME;MOVIE_2;TEN;HAVE;TIME;NOW,16,negation,,,,,role shift other person ,slightly front;slightly front,right;slightly left,left;left,back,,,rapid,single,slightly forward;forward;slightly back,forward/left;back/right,right/raised;left/raised,lowered;slightly raised,to addressee;to addressee;to addressee;watch hands;into space,slightly squinted;blink;squint;slightly squinted;squint;further lowered;blink;further lowered;closed;further lowered;blink;further lowered;lowered lid,,intense,,2,5,13,0,1,0
1379825,1540020,"""You're going to Hawaii for Christmas break ?"" ""No, I'm going to Hawaii for Spring break.""",break;break,NEXT/UPCOMING;CHRISTMAS;TAKE-BREAK;IX-2p;GO-OUT;HANDSOME/ns-HAWAII_2;IX-2p;5wave no;IX-1p;GO-OUT;HANDSOME/ns-HAWAII_2;FOR;SPRING;TAKE-BREAK,14,negation,,yes-no question,focus,,role shift other person ,back;front;back;back;front,right;left,slightly left;right;left,,slight rapid head nod;slight rapid head nod,,slight single head shake,,forward;forward,,,further raised;further lowered;raised,into space;down/right;left;other;other;left;into space;left,slightly lowered;wide;blink;squint;lowered lid;slightly wide;lowered lid,,lips spread & crnrs down,,3,8,7,0,1,0
1379825,1540021,"""Mc Donalds is a snobby restaurant right?"" ""No, Mcdonalds is a cheap restaurant. They serve hamburgers.""",cheap;serve,IX-3p:i;ns-MCDONALD;SNOB;RESTAURANT;CORRECT;5wave no;ns-MCDONALD;REALLY;CHEAP;SERVICE;HAMBURGER;5that's it,12,negation,,yes-no question,topic,,role shift other person ,back;front;back,right,,back,slight rapid head nod,,slight rapid head shake,,slightly forward;slightly back;back,slightly right;left;back/right,shrug,raised;lowered;raised;further lowered;lowered,into space;into space;down/right;into space;other;left;left;left,slightly lowered;squint;lowered lid;wide;blink;further squinted;blink;squint;blink,,lips spread & crnrs down;lips spread & crnrs up;smile mouth open;open;lips spread & crnrs up,,5,8,9,0,5,0
1379825,1539527,"“Mayor Bloomberg is around six feet tall or more.” “No, he`s short; he`s maybe five feet six inches, that`s all.”",mayor,IX-3p:i;ns-fs-MAYOR-BLOOMBERG;AROUND;SIX_2ZERO_3;SIX_2ZERO_3;MORE-THAN;5wave no;IX-3p:i;REALLY;SHORT-HEIGHT;FIVESIX_2;FIVESIX_2;THATS-ALL,13,negation,,,topic;topic,,role shift other person ,back;front,left,slightly right;slightly left;slightly right;slightly left,forward,,,slow,,,left;slightly right;back/left,raised,raised;lowered;raised,into space;into space;watch hands;into space;left;into space;left;left;into space,lowered lid;further squinted;blink;squint;further squinted;blink,,lips spread & crnrs down;lips pursed: mm,,3,9,6,0,2,0
1379825,1540810,"""Mary is a vegetarian isn't she?"" ""No, she had a bbq last month.""",,IX-3p:i;ns-fs-MARY;VEGETABLE;QMwg;NO;IX-3p:i;HAVE;BBQ;ONE;ONE-MONTH;PAST;HAVE,12,negation,,yes-no question,topic,,role shift other person ,slightly back;slightly back,right;left,,,rapid;single,,slight rapid head shake,,,left;forward/left;back/right;right;back,,raised;further lowered;slightly lowered;lowered,other;other;into space;other;into space;left;other;left;left;left,slightly squinted;slightly wide;blink;blink;further squinted;squint;blink,,lips spread;lips pursed: mm;lips spread & crnrs up;bite lower lip,,4,10,7,0,4,0
1379825,1540316,"""Did you finish your homework."" ""No, I haven't even started yet.",homework;haven,IX-2p;FINISH;HOMEWORK;IX-2p;FINISH;IX-3p:i;NO;HAVE;NOT-YET;NOT-YET;START;part:indef;IX-1p,13,negation,,yes-no question,,,role shift other person ,slightly front,further right,left;slightly left,forward,rapid,,slight rapid head shake,,forward;forward,,,raised,other;left;left;left,wide;blink;further squinted;slightly squinted,,open & corners down;lips spread & crnrs up;open & tongue visible;lips spread & crnrs up,,1,4,4,0,4,0
1379825,1540317,"""You're going to run in the Boston Marathon right?"" ""No I haven't ran and I don't plan on starting""",haven;don;plan,IX-2p;FUTURE;RUN;ns-BOSTON;fs-MARATHON;FUTURE;CORRECT;IX-3p:i;NO;IX-1p;NOT-YET;RUN;NO;IX-1p;REFUSE;START;5wave no,17,negation,,yes-no question,,,role shift other person ,front;slightly back;front;slightly front;front,right,,slightly forward;forward,rapid;slight rapid head nod,,rapid,,slightly back,back,,raised;raised-furrowed,other;into space;into space;other;left;down;left;down/left;left,slightly wide;squint;slightly squinted;slightly wide;slightly lowered;squint;slightly wide;blink;squint;blink;squint;slightly squinted,wrinkle,tongue out,,2,9,12,1,1,0
1379825,1539823,"""The table over there has a book that someone left."" ""No there is no table over there or a book.""",,IX-3p:i;TABLE;IX-loc:i;HAVE;BOOK;LEAVE-THERE;IX-loc:i;5wave no;IX-loc:i;NONE/NOTHING;TABLE;5perplexed;WHERE;BOOK;NONE/NOTHING;5I don't know,16,negation;negation,whq,,,,role shift other person ,slightly back;front,slightly right;left;slightly left;right,right;slightly left,,,,,,slightly forward;slightly back;back;slightly forward,back/right,shrug,further lowered;lowered,down/right;down/right;left;down/right,squint;lowered lid;blink;further squinted;blink;squint,tensed,lips spread & crnrs up,,2,4,6,1,1,0
1379825,154099,"""There's no homework for History class right?"" ""No, we have homework, We have to write a three page paper.""",homework;homework,ATTENTION-WAVE;NONE/NOTHING;HOMEWORK;FOR;HISTORY;CLASS_2;NONE/NOTHING;NO;HAVE;HOMEWORK;IX-loc:i;MUST;WRITE;THREE;BOOK-PAGE;PAPER,16,negation;negation,,yes-no question,,,,slightly front;slightly front;front,right;right,left;right;slightly right,,rapid;single,,slight slow head shake,,forward;slightly back;forward,,,raised;further lowered,left;to addressee;to addressee;to addressee;to addressee;left;left;to addressee;to addressee;to addressee,wide;blink;further squinted;squint;further squinted;slightly lowered;blink,,,,2,10,7,0,0,0
1379825,154108,"""Today I went out and the weather was lousy."" ""No, it's beautiful and warm outside. It's perfect.""",beautiful;perfect,NOW;GO-OUT;(W)WEATHER;LOUSY;NO;GO-OUT;BEAUTIFUL;WARM;A-OK,9,negation;negation,,,sentence-initial adverb;topic;topic,,,back;front;further back;front;front;slightly front,,slightly left;left;right;slightly left;slightly right,,,,slight slow head shake;slight rapid head shake,,slightly forward;forward;slightly back;forward;slightly forward,,,raised;further lowered;further lowered;raised,left;other;other;left;left;to addressee;left;into space;into space;to addressee,slightly wide;further squinted;blink;closed;further squinted;squint;blink;lowered lid;blink;lowered lid,,,,4,10,10,0,0,0
1379824,5596426,Do you like Boston?,,IX-2p;LIKE;ns-BOSTON;QMwg,4,,,yes-no question,,,,front,right;further right,left,slightly forward;forward,rapid,,,,,back/left;forward,,further raised;raised-furrowed,other,wide;slightly squinted,wrinkle left,lips pursed: mm;open & round;raised upper lip,,2,1,2,1,3,0
1379824,5597711,"""Pete doesn't know how to use a computer."" ""No, Pete is a genius. He has three computers at home.""",genius,ns-fs-PETE;IX-3p:i;KNOWNEG;KNOWNEG;HOW;USE_2;COMPUTER_2;part:indef;NO;5wave no;IX-3p:i;EXTENSIVE-KNOWLEDGE;IX-3p:i;HAVE;THREE;COMPUTER;fs-AT;HOME;part:indef,19,negation,,,topic;focus,,other,front;slightly front;front,,left;slightly left;left,,,,slow,,,back/right,shrug,raised;further lowered;raised-furrowed;raised,other;up/right;left;left;left;to addressee;left;left,blink;slightly lowered;blink;blink;further squinted;squint;blink,,lips pursed: mm;smile mouth open;lips pursed: mm;lips spread;lips spread & crnrs up;smile mouth open;open & tongue visible;bite lower lip;lips pursed: mm;intense;lips pursed: oo;lips spread & crnrs up,,4,8,7,0,12,0
1379824,5595932,Does Jack have money?,money,ns-fs-JACK;HAVE;(flat-O)PAY/SPEND;QMwg;part:indef,5,,,yes-no question,topic,,,slightly back;front,slightly left,slightly right;slightly right,,,,,,,,,raised;raised-furrowed,left;left,slightly wide;squint,,bite lower lip;open & tense,,2,2,2,0,2,0
1379824,5595933,"When Jack went out, did he see something strange?",,IX-3p:i;ns-fs-JACK;GO-OUT;IX-3p:i;SEE;SOMETHING/ONE;STRANGE;QMwg;part:indef,9,,,yes-no question,,when,,back;slightly front,slightly left;left;further left,slightly right;right,back;slightly forward,,,slight rapid head shake,,,back/right,,raised-furrowed;raised-furrowed,other;down/right;up/left;left,slightly lowered;slightly wide;squint;slightly squinted,tensed;wrinkle,blow;intense;lips spread & crnrs down;open & corners down;lips pursed: oo-tight,puffed,2,4,4,2,5,1
1379824,5597217,Who bought the car?,,WHO;BUY;CAR;part:indef,4,,whq,,,,,,,,forward,,,slight rapid head shake,,,slightly forward,slightly raised,further lowered,left;into space,squint,,lips pursed: oo-tight;open & round,,1,2,1,0,2,0
1379824,5596723,Which college does Mary go to?,,WHICH;COLLEGE;ns-fs-MARY;GO-OUT;WHICH;part:indef,6,,whq,,,,,slightly back,left;further left,slightly right,forward;further forward,,,slight slow head shake,,,,right/raised;raised;right/raised,lowered,down/left;left;left,further lowered,,lips pursed: oo-tight;lips pursed: oo-tight;sh,puffed,1,3,1,0,3,1
